seqID	E_f_all	d_f_all	n_f_all	E_f_max_all	d_f_max_all
>P16_C05_68	5.57774308973	47.962555577399996	8.571602699089999	4.42649857275	52
>P15_B05_67	8.41064952133	56.6982442808	1.09979120096	8.3986580601	57
>P15_B11_69	6.071819038509999	9.71992051494	3.55800156496	5.52467487139	8
>P3_B09_69	6.226835621830001	40.4997767407	4.38518190188	5.76924536656	43
>P2_F08_65	6.3287259559399995	33.2932254849	3.2929591326099996	5.98437226441	38
>P3_H02_67	6.1455862947	34.1606749419	5.70867994635	5.49568923248	16
>P15_C06_67	4.635389154509999	12.6360113272	2.0180091672400002	4.47691975321	12
>P3_G03_67	6.33799067795	41.6602465383	2.5667573157700003	6.06881009696	46
>P2_C11_66	7.1262585453	6.15250394089	3.2740255107	6.46732948323	1
>P3_F09_69	5.58471956926	6.747057880040001	2.14258791766	5.38869703877	4
>P15_C02_65	4.86628980689	27.6551276758	6.26887283537	3.6749295287400003	9
>P15_B02_65	5.83730189259	8.44035713382	3.3626908093799996	5.33776931074	3
>P3_E09_69	7.105641251030001	48.2876694118	4.968544292190001	6.051546725390001	42
>P2_E06_40	6.918180258160001	34.8319869335	6.93977142728	6.032011149980001	5
>P3_A11_70	4.4193090006	7.032681376439999	3.8259290956300003	3.8013145283	6
>P2_G03_39	6.234710240519999	12.3488321418	3.11265618624	5.85910768431	3
>P1_G10_38	5.82169121363	50.776985044499995	10.5480221518	4.584326906509999	54
>P2_B03_39	5.29895325739	33.7580664765	1.55222224644	5.20855858837	36
>P1_A11_38	7.445014295619999	2.4888663380700002	1.51081917866	7.3668538449000005	1
>P2_C05_40	6.9648195446	8.22423974132	1.99053363529	6.7289924115	6
>P3_G06_68	6.61951997857	43.393525297	2.9557675508099996	6.10106668769	53
>P1_H06_36	4.65932617503	5.41399034421	1.22123516097	4.63176672702	5
>P2_F07_65	6.14396701404	9.711791257469999	1.8676247065599998	5.934176877490001	6
>P1_F03_35	5.516816706369999	14.971960375899998	3.8777733558699996	4.99392109505	4
>P15_C07_67	5.96669223595	16.577939661600002	2.44341135815	5.64686498153	20
>P2_G10_66	5.88295350205	6.85441829242	3.7217234584599996	5.28399130441	2
>P2_C10_66	7.41925676823	19.8435693614	1.35696047044	7.364412431810001	20
>P3_G02_67	6.23906096875	19.1520603419	1.8746263061400001	6.08694068753	20
>P3_G07_69	6.5908421789	28.9733883097	1.09069030729	6.5795382271200005	29
>P3_B08_69	7.090296497160001	35.9284609146	1.8480734467700002	6.955962534189999	38
>P15_C03_65	5.624330756869999	30.4628570753	4.432569511730001	5.00839923064	17
>P2_E02_39	6.232279244550001	38.739272089800004	5.6084244841299995	5.2362238016600005	1
>P2_D09_65	5.55999770715	29.207347227800003	4.645909667390001	5.00839923064	17
>P15_D03_65	7.343930875639999	3.3387597218700003	1.11994701464	7.32847659857	3
>P1_A02_35	4.4924760648	20.5933742822	11.933886360899999	3.02201463439	23
>P16_D09_70	3.6928444574699997	10.2876356205	5.9962242362	2.52153751754	9
>P1_F10_38	5.82169121363	50.776985044499995	10.5480221518	4.584326906509999	54
>P1_D07_37	6.067439617150001	30.4564847761	4.75336280743	5.43544924171	16
>P1_G12_38	3.6928444574699997	10.2876356205	5.9962242362	2.52153751754	9
>P15_A05_67	8.409330983710001	56.7464446493	1.09089272605	8.3986580601	57
>P3_D11_70	5.9772918377	10.784738750199999	5.01456995124	5.28399130441	2
>P15_F10_69	7.06798240622	22.874828131399997	1.08371569209	7.056210494149999	23
>P3_F01_67	7.105635991439999	14.191784426199998	3.09625611486	6.83794689112	1
>P15_G07_67	4.60227469967	30.6368972306	5.681284068280001	3.59871710389	55
>P16_A06_68	5.92745932845	6.68588841142	3.5770554675599997	5.28399130441	2
>P2_C04_40	6.26931876316	39.7970106277	3.98043810259	5.49604638501	28
>P3_G05_68	5.47418338454	13.517073899100001	3.6138818446599994	4.870815418259999	19
>P2_B11_66	5.888704102849999	6.04084134379	3.77537536313	5.28399130441	1
>P1_A12_38	7.445014295619999	2.4888663380700002	1.51081917866	7.3668538449000005	1
>P15_C08_67	4.25719370976	36.8667696829	15.962338982	2.47416626241	35
>P2_D08_65	5.89764574226	10.6237015853	3.2859988487800003	5.52467487139	8
>P3_E10_70	6.019299860269999	4.9395844795	1.3070685023100002	5.96005438533	4
>P15_F03_65	7.5350808562800005	6.1194033571099995	1.79346468518	7.397839304560001	1
>P1_F07_37	6.59164693295	25.509635218699998	4.384942147219999	5.61376570491	57
>P1_C10_38	6.69289417441	26.8658524845	6.03770602737	5.77768243424	30
>P1_A10_38	6.03920716616	38.1926858058	2.51584318562	5.8118822341900005	42
>P3_D12_70	6.6671331690499995	4.7056260422300005	1.7861826520200002	6.542732752669999	3
>P1_B05_36	6.551162455569999	3.29046920704	1.52451382414	6.473754266649999	1
>P2_C01_39	6.5364528663	50.6457172473	1.8105301526900002	6.425022709459999	52
>P2_B12_66	6.78821230409	2.32650259508	1.45962858311	6.72379583923	1
>P1_F05_36	6.861026358819999	37.3361455669	1.3608328644999999	6.8154705691499995	36
>P1_H05_36	4.65932617503	5.41399034421	1.22123516097	4.63176672702	5
>P3_G04_68	6.86062423328	19.6944271695	1.55228931708	6.776947623740001	20
>P16_F07_68	6.687641995469999	4.85910790257	1.9184437451499998	6.542732752669999	3
>P1_H09_37	6.65074283172	49.444961462200006	1.38031925936	6.60581631337	50
>P15_H03_65	6.0329069224800005	50.342433720900004	4.49429772414	5.53694110204	59
>P15_A03_65	7.5350808562800005	6.1194033571099995	1.79346468518	7.397839304560001	1
>P16_B11_70	5.88295350205	6.85441829242	3.7217234584599996	5.28399130441	2
>P1_D08_37	7.27268904487	4.59601605866	1.29893060808	7.2335799412899995	4
>P16_D10_70	8.163444132639999	34.0126176943	1.0600005398	8.155855654660002	34
>P16_H10_70	7.02028708358	4.04064055085	1.58162537777	6.9455279623	2
>P15_G06_67	5.909358613359999	11.044530521099999	3.2935174042299997	5.52467487139	8
>P3_B05_68	5.65413077281	8.086973125639998	4.20017626991	4.84564749834	2
>P1_D03_35	4.66538115348	8.00619964084	3.87806279799	4.216404054080001	5
>P3_G11_70	6.27799307296	39.7215749808	4.1535719134699995	5.49604638501	28
>P15_F06_67	6.23906096875	19.1520603419	1.8746263061400001	6.08694068753	20
>P1_H07_37	5.91668845395	12.3157053167	2.18754109272	5.768221929430001	7
>P1_C03_35	6.60003637927	43.4775266028	3.00493819457	6.28488199069	53
>P2_A04_40	7.31857422582	83.2390375048	3.5879481179800004	6.843527780850001	93
>P3_E12_70	6.9818027084	20.800880309500002	2.1070943786000003	6.776947623740001	20
>P2_C09_65	5.780014692690001	26.1811279604	2.77340130425	5.5125109183	26
>P1_B06_36	5.88305716161	6.85806721097	3.72535336958	5.28399130441	2
>P3_D02_67	6.23906096875	19.1520603419	1.8746263061400001	6.08694068753	20
>P3_A02_67	6.93043522638	6.59742024013	2.6025253751700004	6.58061987684	6
>P1_F09_37	7.92173474751	28.745323881300003	2.52363106035	7.58466850023	29
>P16_A11_70	7.12308527372	6.3202139837199995	1.9135948468900001	6.890517168400001	2
>P15_H02_65	6.04849431801	32.9695897795	4.96027875915	5.49568923248	16
>P3_C08_69	7.068058582869999	22.873481152199997	1.0848451531399999	7.056210494149999	23
>P16_B04_66	3.5799122321699994	9.374652650660002	5.504917249630001	2.52153751754	9
>P3_B10_70	6.529400816669999	69.4292984946	8.006988200739999	5.68760476169	86
>P1_E05_36	6.53016698054	3.4635633973699997	1.5496650688999998	6.455718168790001	1
>P1_D10_38	6.50237355061	5.37745354041	1.6157290381600002	6.38775580235	4
>P3_C10_70	4.772406946219999	7.178753469710001	2.56053200565	4.491469157719999	5
>P2_F11_66	8.23121903719	5.95094196395	1.3561792359	8.1702763696	4
>P1_H03_35	6.054260194049999	16.6304749752	3.5823204234099997	5.547755412509999	4
>P15_G10_69	6.20679358051	26.6366588779	6.405354618890001	5.28617827299	6
>P1_F01_35	4.171849159130001	13.7664923268	5.69520040831	3.50824465674	6
>P3_D03_67	5.5548674705	17.2699570794	2.57728837192	5.21644166507	13
>P16_A07_68	4.639628898030001	6.71641448278	2.00202001784	4.491469157719999	5
>P2_G06_40	3.6928444574699997	10.2876356205	5.9962242362	2.52153751754	9
>P2_D05_40	6.40630970919	24.0733193657	1.7332859597999999	6.30288325966	23
>P3_G12_70	5.88352544398	6.87840334845	3.73632210643	5.28399130441	2
>P2_H11_66	5.677304077890001	20.4744297337	4.03649471437	5.23800429435	18
>P16_C07_68	5.61178880115	4.7787029458	2.82087121606	5.28399130441	2
>P3_H12_70	7.68782153095	4.2127491925300005	1.7576663791799998	7.55331690508	3
>P1_A01_35	4.4924760648	20.5933742822	11.933886360899999	3.02201463439	23
>P15_H12_69	6.4907297452499995	10.4317379373	1.55652275614	6.39010434217	10
>P16_D12_70	6.26226012194	40.0540829253	3.8751288100599997	5.49604638501	28
>P15_E12_69	5.6703867303	40.6803234745	5.2565482476300005	5.20854698068	50
>P1_F12_38	5.57774308973	47.962555577399996	8.571602699089999	4.42649857275	52
>P16_F04_66	6.56802803216	30.4715860719	9.138731572689998	5.6249747897599995	1
>P1_C07_37	6.2718127392400005	41.8393692365	4.766023637119999	5.76924536656	43
>P3_D09_69	3.4772586850400002	22.157716402800002	10.6646144861	2.2155366176599998	6
>P15_E03_65	4.718905218580001	27.1049297085	5.99811308413	3.6749295287400003	9
>P1_G06_36	4.65932617503	5.41399034421	1.22123516097	4.63176672702	5
>P2_C03_39	5.0429384572	39.2467629831	8.54992385604	3.81446830301	15
>P15_H04_65	6.403969399709999	41.839308708400004	2.8866618006	5.982772817130001	55
>P2_H10_66	5.677304077890001	20.4744297337	4.03649471437	5.23800429435	18
>P3_A10_70	4.4193090006	7.032681376439999	3.8259290956300003	3.8013145283	6
>P2_D03_39	6.4002878163900006	25.7238323603	3.7421374522199993	5.95897880079	25
>P2_F10_66	8.20206090773	4.97930378519	1.2471674792299998	8.1702763696	4
>P2_E10_66	5.54973273434	63.7669445797	5.46834422305	4.96631228242	83
>P15_D02_65	6.069116860680001	44.947446101800004	3.1021128104400004	5.69219290026	49
>P1_B09_37	5.07642960488	25.333501618299998	9.65051160729	3.8342544953699993	21
>P2_D04_40	6.21610385255	38.4978726986	3.54030476296	5.49604638501	28
>P3_F11_70	5.88295350205	6.85441829242	3.7217234584599996	5.28399130441	2
>P1_C01_35	6.96521799485	17.7228057124	3.53502743892	6.201436063169999	23
>P15_A10_69	4.4215344529800005	17.4440546308	6.46176904466	3.6749295287400003	9
>P16_F06_68	6.0702852186000005	57.4350002372	11.840376707699999	4.584326906509999	54
>P2_A06_40	5.64120195901	44.2780834911	6.21191202704	4.89629255292	53
>P2_E09_65	7.34449511022	3.3500452489	1.1236822160200002	7.32847659857	3
>P2_H04_40	6.269320593350001	39.7969396218	3.98051690312	5.49604638501	28
>P16_D08_68	5.65889279486	5.775375953609999	3.11099194318	5.28399130441	2
>P1_H11_38	6.65074283172	49.444961462200006	1.38031925936	6.60581631337	50
>P3_F07_69	6.88641815485	24.816972919899996	2.7347454580900004	6.627272820269999	21
>P3_C12_70	6.2736071544700005	39.8924957268	3.99879102384	5.49604638501	28
>P2_H05_40	5.8877908714	6.9813442744800005	3.78356356048	5.28399130441	2
>P2_G08_65	6.14396701404	9.711791257469999	1.8676247065599998	5.934176877490001	6
>P16_C12_70	6.84463238679	34.6827057297	7.13621660217	6.05518068454	1
>P15_C01_65	7.3454087045500005	3.3552208088700004	1.13585280126	7.32847659857	3
>P1_H02_35	5.516816706369999	14.971960375899998	3.8777733558699996	4.99392109505	4
>P1_A08_37	7.445014295619999	2.4888663380700002	1.51081917866	7.3668538449000005	1
>P3_H10_70	6.291161718270001	34.761076027600005	5.527832935449999	5.17125424318	39
>P1_C06_36	7.98256782921	95.1705205593	1.8113943027700001	7.866854961989999	97
>P15_H10_69	6.50518395212	40.63734556	3.88295019329	5.9553802968300005	43
>P2_H09_65	6.38360755036	41.179188716	1.8970170453200002	6.247201113609999	40
>P2_E11_66	6.90935126467	8.56924812512	2.01752278066	6.702946863459999	2
>P3_C09_69	8.41123991543	56.6780146059	1.10596002287	8.3986580601	57
>P15_E05_67	6.032074655469999	40.7098268183	4.990826910880001	5.483650270680001	50
>P15_H06_67	5.791687888099999	25.8958683331	2.93142594647	5.5125109183	26
>P15_H09_69	5.0993443625	31.693105485900002	8.26833745003	3.95622910368	44
>P2_G09_65	5.58412958837	6.723678104430001	2.13419365256	5.38869703877	4
>P2_A10_66	6.74729149184	1.86313747323	1.3833746439399999	6.680986774759999	1
>P1_E11_38	6.4619809111	5.18670896323	1.4079178604499998	6.38775580235	4
>P16_C11_70	6.6104120147800005	5.9676534636000005	2.01757951579	6.38775580235	4
>P2_H03_39	5.82424916156	37.5820931329	4.12555367582	5.3021411411	47
>P1_C08_37	5.555740629500001	26.416238150700003	3.7187060584400005	5.20693033232	19
>P15_D05_67	6.3948442731599995	37.858680518	5.8733994338499995	5.51073721974	41
>P3_E07_69	5.55311655768	35.1938322227	9.9830643883	4.29771427352	40
>P2_A11_66	5.829152049990001	58.657784210200006	11.8703090556	4.192335179430001	97
>P2_C06_40	6.828795406469999	38.4698184469	6.17345293171	5.9366322146599995	49
>P3_C05_68	7.263217511100001	49.8625551413	2.09665475684	7.0099997394199995	59
>P1_E02_35	4.64750467655	16.5353106919	6.86581995899	3.8671100316400002	8
>P3_B03_67	6.043668177509999	38.3145212346	2.58818728432	5.8118822341900005	42
>P3_F05_68	6.269320593350001	39.7969396218	3.98051690312	5.49604638501	28
>P1_H04_36	6.905612390010001	8.417667106749999	1.97999181448	6.702946863459999	2
>P2_G02_39	5.78256932194	60.58058231020001	6.19791188242	5.11009320736	65
>P2_H08_65	7.6944857194399985	29.510271665100003	1.79229493521	7.54490206398	26
>P16_E07_68	5.88295350205	6.85441829242	3.7217234584599996	5.28399130441	2
>P15_D01_65	4.66538115348	8.00619964084	3.87806279799	4.216404054080001	5
>P3_B11_70	6.468951830040001	29.0618002738	1.5365860247499998	6.39703269909	29
>P3_D08_69	7.06796912133	22.8721719642	1.08405809079	7.056210494149999	23
>P15_H01_65	5.83730189259	8.44035713382	3.3626908093799996	5.33776931074	3
>P1_F02_35	6.25222420357	41.3906089546	4.70819234782	5.76924536656	43
>P1_B03_35	4.4924760648	20.5933742822	11.933886360899999	3.02201463439	23
>P1_C12_38	7.537977700089999	57.591930216499996	3.6269655682999997	7.06705004718	73
>P2_E07_65	6.01325186152	12.3056104332	4.77058384865	5.30755050575	1
>P3_B04_68	5.88295350205	6.85441829242	3.7217234584599996	5.28399130441	2
>P2_E08_65	4.70619571749	27.1303257677	5.888727777969999	3.6749295287400003	9
>P15_G04_65	6.0412826683	38.215738552800005	2.5537927238900004	5.8118822341900005	42
>P1_D04_36	8.0095783536	4.0708911442	1.65108858419	7.91087324782	1
>P1_A06_36	8.01343312125	4.39857416378	1.6711359743	7.91087324782	1
>P2_H07_65	8.41452666316	56.582844099	1.12700303856	8.3986580601	57
>P2_A03_39	4.35955280516	28.9216395956	5.85591180771	3.4276350783700003	26
>P15_G08_67	5.09279918076	4.31518507952	1.8319357364500002	4.93635560677	1
>P3_E06_68	5.79236837709	8.01601139127	2.9866302771900006	5.48088499174	1
>P1_H08_37	4.38674098508	24.1845350758	9.6649012261	3.5472606234599997	15
>P16_E05_68	6.1153794370800005	55.9047541805	9.20002339541	4.62368121792	31
>P2_G04_40	5.88295350205	6.85441829242	3.7217234584599996	5.28399130441	2
>P3_F08_69	6.177341339380001	45.8785134316	3.1510066707499997	5.710759402819999	47
>P1_G04_36	4.65932617503	5.41399034421	1.22123516097	4.63176672702	5
>P16_G10_70	6.01959592449	56.0215021184	11.4268235542	4.584326906509999	54
>P15_D10_69	6.22093211342	19.3154385217	1.8042327991	6.08694068753	20
>P3_B12_70	4.811965873459999	7.37532834877	2.6878711431299998	4.491469157719999	5
>P2_B07_65	6.96521799485	17.7228057124	3.53502743892	6.201436063169999	23
>P1_F06_36	4.718905218580001	27.1049297085	5.99811308413	3.6749295287400003	9
>P16_F08_68	3.6928444574699997	10.2876356205	5.9962242362	2.52153751754	9
>P3_F04_68	5.54181337762	58.2410727847	4.8635923753800006	4.96631228242	83
>P3_E05_68	5.9990826735	58.4948821818	11.333121410699999	4.584326906509999	54
>P1_D09_37	5.75601524994	6.069677680140001	3.35420268261	5.27961780272	2
>P2_G05_40	6.905098521910001	8.38792448644	1.97285407616	6.702946863459999	2
>P3_A03_67	5.34509823406	41.4775717236	4.108630643430001	4.57148182583	52
>P3_H09_69	2.84614123066	18.5285981002	5.6530279423000005	1.9972219870599996	14
>P3_E01_67	7.191815099269999	9.43934412533	2.1252625463999997	6.85621756709	11
>P1_G11_38	5.82169121363	50.776985044499995	10.5480221518	4.584326906509999	54
>P3_B01_67	5.012129717830001	11.584368243499998	3.4558635531800004	4.574300764569999	8
>P3_A04_68	6.0234062476400005	49.7506795866	6.05455780241	5.23412885681	87
>P3_F03_67	7.06806005386	22.8734595423	1.08485888039	7.056210494149999	23
>P16_H04_66	6.27295192748	39.8543350039	4.06591768344	5.49604638501	28
>P2_D06_40	5.677304077890001	20.4744297337	4.03649471437	5.23800429435	18
>P1_B04_36	6.81586990153	7.42778004	2.05757491162	6.67508404114	4
>P3_G09_69	6.34080154418	17.1671952305	3.5299154734800005	5.92754766783	14
>P2_B02_39	7.87616891107	8.13971993245	2.31630720081	7.655058734810001	1
>P2_F06_40	5.3529655959	14.1159203877	2.94902364722	4.870815418259999	19
>P2_H01_39	6.1202716526900005	52.487354850600006	4.00875395774	5.4729912788	62
>P15_G12_69	4.71845957453	27.088339283899998	5.996070982359999	3.6749295287400003	9
>P1_E07_37	7.068101046130001	22.873885241999997	1.0851466281	7.056210494149999	23
>P2_B04_40	6.502451753810001	35.5428781977	4.84713896495	5.49604638501	28
>P2_F02_39	4.43819493045	49.2114622784	8.672816833010002	3.39382323774	53
>P2_B08_65	6.70167112319	22.2363724919	5.62500580638	5.8286904456199995	16
>P3_E04_68	6.21050504546	56.0674023272	4.309267880869999	5.866159540959999	66
>P2_A12_66	7.95720546719	4.60546736924	1.7761932495099997	7.84012332982	1
>P16_E11_70	7.78664658651	3.46703583183	1.35508796205	7.740334799299999	2
>P1_G01_35	5.626637866259999	26.5618571979	3.14564613447	5.27986625845	31
>P3_B06_68	6.86062423328	19.6944271695	1.55228931708	6.776947623740001	20
>P3_H06_68	5.57056684226	47.960056147399996	8.482940726619999	4.42649857275	52
>P3_D10_70	6.168058546519999	49.3426949236	3.7203864838199996	5.816331043180001	55
>P1_E12_38	6.5796614708500005	4.38674926716	1.7680461210900003	6.455718168790001	1
>P16_E03_66	5.651457849880001	5.6543467497	3.0896539605799997	5.28399130441	2
>P3_G01_67	5.907486667890001	11.0515884045	3.41957926652	5.52467487139	8
>P16_B08_68	5.85769910894	6.067439439349999	3.4194974498799997	5.28399130441	2
>P3_G08_69	7.06804750362	22.873312473200002	1.0847450648499999	7.056210494149999	23
>P1_G02_35	5.626637866259999	26.5618571979	3.14564613447	5.27986625845	31
>P16_G12_70	6.468951830040001	29.0618002738	1.5365860247499998	6.39703269909	29
>P1_A03_35	6.278504500580001	41.9031387127	5.03253786704	5.76924536656	43
>P3_H08_69	7.343930875639999	3.3387597218700003	1.11994701464	7.32847659857	3
>P2_E12_66	7.50168527272	3.1097282855699997	1.28279928199	7.452207197460001	3
>P3_F06_68	6.39451805477	3.21187584411	1.54375244282	6.289063308080001	3
>P3_E11_70	8.23121903719	5.95094196395	1.3561792359	8.1702763696	4
>P16_A08_68	6.552722359190001	3.3027279934099996	1.53532425375	6.473754266649999	1
>P3_F02_67	6.39910019809	5.05916050081	1.8755679522599997	6.283021740770001	2
>P3_C02_67	5.692660645469999	3.21439576	1.85845734967	5.51502919261	1
>P1_F08_37	4.36412434587	12.165603028	3.2927636566400005	4.03761925226	2
>P1_D06_36	7.25313473982	46.6344629887	3.7902917307699995	6.70731427627	52
>P1_B10_38	5.3212490008	51.3009485747	6.0155004204799996	4.69530743566	56
>P1_F11_38	7.339759221960001	56.089141478500004	1.36712905717	7.29272219678	56
>P3_A01_67	6.23906096875	19.1520603419	1.8746263061400001	6.08694068753	20
>P1_E06_36	4.730201581509999	30.752397200900003	3.3953690169	4.34060469899	36
>P1_C05_36	7.98256782921	95.1705205593	1.8113943027700001	7.866854961989999	97
>P2_D01_39	5.84670468936	6.257927152000001	2.64902296242	5.46970844786	2
>P16_B12_70	5.71635061916	57.9106439138	12.2526441452	4.192335179430001	97
>P3_A05_68	5.818561086240001	5.91458853546	3.3396241982499997	5.28399130441	2
>P3_B07_69	6.54471512164	44.5158421255	2.7200010991299997	6.28488199069	53
>P2_C12_66	3.6141374595199998	9.6731363685	5.1208889658	2.77699946053	6
>P2_B09_65	6.70053487347	21.742340460700003	3.12887682769	6.201436063169999	23
>P16_E12_70	6.720668701919999	5.54491308335	2.88255438371	6.45905197503	2
>P1_D11_38	5.81168908877	27.082662785300002	3.52063871061	5.182437146540001	44
>P2_G11_66	7.8006987503600005	41.465610324699995	1.1939363413500002	7.77406826276	42
>P16_H08_68	6.06512137072	64.0977619565	9.24554906769	4.96178306932	97
>P1_E04_36	7.706368501980001	10.1732441685	1.72704567547	7.54951271258	3
>P3_C03_67	6.42498701362	85.1521778887	3.34133698089	6.15914065967	101
>P1_C02_35	5.47074472676	40.402700691999996	5.3287561209300005	5.025056262230001	45
>P2_E03_39	5.7275065100900004	37.066513716799996	6.18394755164	5.00839923064	17
>P3_H03_67	5.785516361880001	26.172085967399997	2.84614686407	5.5125109183	26
>P16_B06_68	4.999471919049999	6.36610573786	2.15643146719	4.79422536806	5
>P16_H02_66	5.45214342764	64.3599599217	4.83726413703	4.96631228242	83
>P2_B05_40	6.838435372339999	40.6012472823	4.23167584302	6.30060320928	13
>P3_C04_68	6.801328289400001	3.7538290813599997	1.5784337138	6.70392059386	1
>P16_H11_70	5.86877103281	6.88361643787	4.04681550991	5.16225212327	2
>P3_G10_70	6.91869213	33.6426563119	6.09690444446	6.032011149980001	5
>P1_D02_35	5.66234397139	10.599387934600001	3.21176410769	5.34002267465	3
>P15_F05_67	4.66538115348	8.00619964084	3.87806279799	4.216404054080001	5
>P2_F05_40	5.33996419648	29.4546866498	2.7351040097099997	5.100557739059999	29
>P2_E01_39	6.46327949114	81.515410022	3.5917784457699997	6.15914065967	101
>P16_D07_68	6.66746348809	8.89085073722	2.0900595688799997	6.473754266649999	1
>P16_A12_70	5.34167966806	18.5995548947	4.98422881796	4.69278295941	2
>P15_A04_65	7.193492465339999	37.4222858878	2.6680449281	6.86743309122	39
>P3_C06_68	4.66054763085	5.4568760227499995	1.23309026161	4.63176672702	5
>P1_E01_35	5.134383053380001	56.4998374024	8.01992863512	4.10330043133	71
>P1_H12_38	6.15463862401	57.382274996899994	3.38369379495	5.8651991591799995	66
>P2_C08_65	7.05605522707	60.82800542	3.7276004711199997	6.5609282130599995	68
>P2_A09_65	7.81886538634	6.58510280903	1.24519973317	7.7751915576699995	6
>P15_F04_65	5.902615856240001	10.6656175391	3.3434146473000004	5.52467487139	8
>P1_C11_38	4.65932617503	5.41399034421	1.22123516097	4.63176672702	5
>P1_B08_37	6.44222975103	39.9093183423	3.32546595213	6.07045136357	38
>P3_H11_70	5.91842702571	7.78575793719	3.6540379790499995	5.34781251241	2
>P2_G12_66	6.7396619841400005	4.03725267775	2.0020200217	6.541843342409999	2
>P1_D05_36	6.45670374872	58.368126893500005	5.18072081734	5.76552681473	75
>P1_E10_38	5.59161799828	7.330160754419999	3.13862323133	5.265400001230001	1
>P3_C01_67	6.28233618572	18.5080056414	2.0929257391	6.08694068753	20
>P3_D07_69	7.667947910930001	47.8256058399	1.35713730609	7.61034867678	49
>P15_D06_67	6.03826110594	40.779887507699996	5.13922296497	5.483650270680001	50
>P2_D12_66	6.96882787435	10.1123667184	2.39376645788	6.702946863459999	2
>P2_A05_40	6.24413947602	2.27487744521	1.5646799542299998	6.12973247258	1
>P2_E05_40	3.6928444574699997	10.2876356205	5.9962242362	2.52153751754	9
